Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD
23,13,759,8.2,8.25,,,,7.5,4.75,7.0,8.8,N1,44.5,,,,20.5,25.25
17,1,24291,2.8,4.0,2.5,3.75,3.75,2.25,5.25,8.25,3.6,,26.15,9.05,8.9,10.3,11.5,10.4
18,2,61973,7.0,5.5,6.5,7.25,2.25,,,,4.6,,33.1,20.75,18.1,16.5,,17.1
20,50,9863,7.8,7.75,,,,4.75,6.75,8.5,6.4,N1,41.95,,,,19.25,21.95
18,26,3647,6.4,7.25,6.5,4.25,5.25,,,,5.8,,35.45,17.15,18.7,15.9,,19.45
24,51,14822,8.2,9.0,8.0,8.25,7.25,,,,7.6,N1,48.3,24.45,23.8,23.7,,24.8
20,59,5226,3.0,5.25,,,,3.0,5.0,5.25,2.2,N1,23.7,,,,13.25,10.45
21,28,6737,8.8,6.75,7.5,4.75,5.5,,,,8.8,,42.1,21.05,25.1,19.05,,24.35
18,3,10134,2.8,6.75,,,,3.25,4.5,8.0,3.6,,28.9,,,,14.5,13.15
22,33,1832,8.0,7.5,8.25,8.0,3.25,,,,4.8,,39.8,24.25,21.05,19.25,,20.3
23,2,18262,7.2,6.75,6.0,7.0,5.0,,,,4.8,N1,36.75,20.2,18.0,19.2,,18.75
24,28,15755,3.2,6.25,,,,3.75,3.0,4.25,3.2,N1,23.65,,,,13.0,12.65
18,30,9740,3.8,6.5,,,,3.75,4.5,6.0,1.8,,26.35,,,,14.75,12.1
24,1,76082,6.4,8.75,,,,6.0,7.75,8.25,5.2,N1,42.35,,,,22.5,20.35
20,25,1740,9.0,7.75,7.5,8.75,5.5,,,,5.6,N1,44.1,25.25,22.1,23.25,,22.35
23,24,4486,8.4,7.5,,,,7.75,6.5,9.75,4.8,N1,44.7,,,,21.75,20.7
23,5,5174,6.4,7.5,,,,5.5,4.75,8.25,5.6,N1,38.0,,,,17.75,19.5
20,17,7866,8.0,8.25,,,,5.25,7.5,8.75,4.0,N1,41.75,,,,21.0,20.25
19,28,18820,7.2,7.5,,,,3.75,6.0,9.25,6.2,N1,39.9,,,,17.25,20.9
21,6,442,2.6,4.0,,,,3.5,4.75,5.0,4.2,,24.05,,,,12.25,10.8
19,30,10909,2.2,5.0,,,,2.5,3.25,,,,,,,,10.75,
22,2,48147,6.2,5.5,,,,7.0,8.0,9.5,,,,,,,20.5,
22,19,931,8.4,8.75,8.0,6.25,4.75,,,,9.4,,45.55,22.65,25.8,19.4,,26.55
19,40,4464,5.8,4.0,5.75,5.0,5.0,,,,4.8,N1,30.35,16.55,16.35,15.8,,14.6
23,21,3150,5.6,6.75,,,,6.25,6.5,,,,,,,,19.5,
22,2,45232,6.6,6.5,5.25,7.5,3.5,,,,3.4,,32.75,19.35,15.25,17.6,,16.5
18,12,13018,3.4,6.0,,,,3.25,4.75,7.5,3.4,,28.3,,,,14.0,12.8
17,44,7234,6.0,4.5,4.5,4.0,5.25,,,,6.0,,30.25,14.5,16.5,15.25,,16.5
21,4,12050,4.2,5.0,,,,3.75,4.25,7.0,2.6,,26.8,,,,13.0,11.8
23,12,1273,6.8,7.0,6.0,7.0,7.5,,,,5.0,N1,39.3,19.8,17.8,21.3,,18.8
24,6,5209,,4.5,,,,6.25,6.5,,,,,,,,17.25,
17,28,11390,4.2,7.75,,,,7.75,9.0,,,,,,,,24.5,
23,40,14851,6.4,6.25,,,,5.75,5.5,6.25,4.0,N1,34.15,,,,17.5,16.65
24,37,3058,7.4,7.5,,,,7.25,8.0,8.75,7.4,N1,46.3,,,,22.75,22.3
23,2,16853,5.4,5.25,5.25,4.75,5.5,,,,2.2,N1,28.35,15.4,12.85,15.65,,12.85
22,58,5088,2.4,3.75,,,,2.75,4.25,6.5,2.0,,21.65,,,,10.75,8.15
18,41,6279,6.2,6.75,3.5,3.5,4.0,,,,3.8,,27.75,13.2,13.5,13.7,,16.75
21,41,5498,5.0,5.75,,,,6.5,7.5,9.25,4.6,,38.6,,,,19.75,15.35
23,31,4316,2.8,2.25,,,,6.0,2.5,,,,,,,,10.75,
18,8,2313,1.6,6.0,,,,1.5,4.25,,,,,,,,11.75,
19,9,199,4.6,7.75,,,,7.75,7.5,8.0,3.2,N1,38.8,,,,23.0,15.55
20,34,11530,6.0,4.75,,,,4.5,6.25,6.25,2.6,N1,30.35,,,,15.5,13.35
21,28,2181,1.2,6.25,,,,6.5,7.0,,,,,,,,19.75,
18,49,5725,4.8,6.0,,,,3.75,4.75,6.75,3.6,,29.65,,,,14.5,14.4
23,28,32192,6.2,8.0,,,,5.75,6.25,9.75,3.4,N1,39.35,,,,20.0,17.6
22,30,2206,7.2,8.5,,,,8.25,9.0,9.75,7.4,,50.1,,,,25.75,23.1
20,53,12882,7.6,4.5,7.25,7.0,4.5,,,,4.2,N1,35.05,21.85,19.05,19.1,,16.3
21,18,20757,7.4,6.5,5.75,5.75,5.0,,,,2.2,,32.6,18.9,15.35,18.15,,16.1
17,25,8541,8.0,6.0,6.25,6.75,5.25,,,,6.8,,39.05,21.0,21.05,20.0,,20.8
23,2,18668,6.4,6.25,5.0,6.75,6.5,,,,3.8,N1,34.7,18.15,15.2,19.65,,16.45
21,42,10292,7.2,6.75,7.5,7.75,6.0,,,,5.8,,41.0,22.45,20.5,20.95,,19.75
18,2,64245,4.6,6.0,4.25,5.75,6.0,5.25,6.25,8.5,5.0,,35.6,14.6,13.85,16.35,17.5,15.6
23,1,62376,6.6,9.25,,,,6.5,7.75,9.75,7.0,N1,46.85,,,,23.5,22.85
19,54,4479,5.4,5.5,,,,4.0,6.25,8.5,4.0,N1,33.65,,,,15.75,14.9
24,15,13850,8.4,8.75,,,,9.25,6.75,8.75,6.4,N1,48.3,,,,24.75,23.55
18,28,16530,8.6,7.0,8.75,8.5,4.75,,,,3.6,,41.2,25.85,20.95,21.85,,19.2
18,60,123,6.8,5.25,6.25,6.25,4.0,,,,5.6,,34.15,19.3,18.65,17.05,,17.65
24,22,14273,3.0,7.0,,,,5.75,6.25,7.0,3.2,N1,32.2,,,,19.0,13.2
17,4,8913,3.8,2.0,,,,3.25,7.0,7.5,3.2,,26.75,,,,12.25,9.0
20,18,5527,6.2,7.25,,,,6.0,6.5,8.5,3.2,N1,37.65,,,,19.75,16.65
22,3,3357,7.8,9.5,5.25,7.25,4.25,,,,6.8,,40.85,20.3,19.85,19.3,,24.1
20,29,2160,5.0,7.75,,,,5.75,7.5,8.75,4.6,N1,39.35,,,,21.0,17.35
24,18,15801,8.4,8.0,8.0,9.25,8.0,,,,6.0,N1,47.65,25.65,22.4,25.65,,22.4
20,28,23521,4.2,4.5,,,,2.75,6.25,,,,,,,,13.5,
23,38,3210,7.8,5.25,6.25,6.25,5.75,,,,5.2,N1,36.5,20.3,19.25,19.8,,18.25
20,16,6259,8.4,8.75,,,,7.5,7.75,8.75,6.0,N1,47.15,,,,24.0,23.15
18,60,3813,5.0,7.75,,,,4.5,6.5,7.5,3.6,,34.85,,,,18.75,16.35
18,52,4760,6.2,6.0,,,,6.0,7.5,9.25,4.4,,39.35,,,,19.5,16.6
23,52,2496,5.6,6.0,4.0,5.0,5.25,,,,5.0,N1,30.85,14.6,14.6,15.85,,16.6
17,1,68725,5.8,7.75,,,,,,,7.8,,,,,,,21.35
22,33,11348,5.4,5.0,,,,4.5,6.75,8.0,4.0,,33.65,,,,16.25,14.4
20,15,6066,8.0,7.0,5.5,7.5,8.0,,,,4.8,N1,40.8,21.0,18.3,23.5,,19.8
18,42,11575,5.2,6.75,,,,5.25,7.25,8.75,5.4,,38.6,,,,19.25,17.35
21,44,6100,7.4,7.25,,,,4.75,6.5,8.0,7.8,,41.7,,,,18.5,22.45
18,1,7977,6.4,5.75,,,,4.5,6.75,7.0,9.2,,39.6,,,,17.0,21.35
21,55,1146,7.8,7.0,6.5,6.25,6.25,,,,4.4,,38.2,20.55,18.7,20.3,,19.2
17,40,13807,1.6,2.25,,,,3.75,7.0,7.25,2.6,,24.45,,,,13.0,6.45
22,60,2789,7.4,8.5,7.0,5.25,3.75,,,,6.2,,38.1,19.65,20.6,16.4,,22.1
17,54,8157,3.2,5.25,,,,2.25,4.5,6.25,2.2,,23.65,,,,12.0,10.65
18,15,12818,2.4,7.25,,,,3.5,4.5,9.0,3.0,,29.65,,,,15.25,12.65
18,6,1529,5.6,9.5,,,,6.75,6.0,9.25,5.8,,42.9,,,,22.25,20.9
18,57,9960,3.4,2.75,,,,3.0,4.0,,,,,,,,9.75,
22,50,3251,7.4,6.25,,,,8.75,7.5,9.5,5.8,,45.2,,,,22.5,19.45
21,2,71830,6.2,6.5,,,,4.25,5.0,,,,,,,,15.75,
23,38,6962,3.4,5.25,,,,4.5,6.0,8.25,2.8,N1,30.2,,,,15.75,11.45
19,38,7543,6.2,6.0,,,,4.75,5.5,8.0,4.2,N1,34.65,,,,16.25,16.4
24,1,81125,7.6,8.5,,,,8.0,7.25,9.0,6.4,N1,46.75,,,,23.75,22.5
24,21,8085,7.0,8.25,6.0,6.5,3.75,,,,4.0,N1,35.5,19.5,17.0,17.25,,19.25
23,44,4607,7.6,7.75,,,,5.5,6.5,8.25,7.0,N1,42.6,,,,19.75,22.35
20,28,27349,9.6,7.0,7.75,7.75,5.5,,,,5.6,N1,43.2,25.1,22.95,22.85,,22.2
22,29,28263,8.8,,8.25,9.25,,,,,,,,26.3,,,,
18,4,6946,6.2,6.0,4.25,5.5,4.0,,,,3.0,,28.95,15.95,13.45,15.7,,15.2
23,18,19793,5.6,5.5,,,,5.25,5.75,,,,,,,,16.5,
17,3,12695,3.8,5.5,,,,3.75,8.25,8.5,3.8,,33.6,,,,17.5,13.1
21,63,2626,3.2,5.75,,,,2.5,5.5,6.75,2.0,,25.7,,,,13.75,10.95
20,59,4691,5.8,6.75,,,,4.75,6.5,6.5,1.2,N1,31.5,,,,18.0,13.75
19,1,47410,7.2,6.0,,,,6.0,6.5,8.75,9.0,N1,43.45,,,,18.5,22.2
24,16,2357,5.4,6.0,,,,6.0,6.75,,,,,,,,18.75,
17,60,4504,4.4,5.5,,,,4.75,6.5,8.75,3.6,,33.5,,,,16.8,13.5
19,28,9727,7.8,3.0,4.75,6.5,5.0,,,,3.8,N1,30.85,19.05,16.35,19.3,,14.6
17,29,20773,1.8,2.5,,,,3.0,4.0,7.25,3.0,,21.55,,,,9.5,7.3
18,39,2682,3.2,5.0,,,,4.5,5.0,5.75,2.4,,25.85,,,,14.5,10.6
19,58,7218,2.6,3.5,,,,3.0,3.75,,,,,,,,10.25,
22,45,3859,6.8,7.0,,,,6.75,7.75,8.75,7.6,,44.65,,,,21.5,21.4
17,15,12155,6.8,5.5,6.25,4.5,5.5,4.0,7.25,8.75,2.2,,34.5,17.55,15.25,16.8,16.75,14.5
18,42,13944,5.2,5.25,,,,4.75,6.5,6.5,3.0,,31.2,,,,16.5,13.45
22,22,3540,8.8,7.75,,,,,,,9.2,,,,,,,25.75
21,43,7623,8.0,7.5,6.0,7.75,9.25,,,,5.4,,43.9,21.75,19.4,25.0,,20.9
20,38,9113,7.0,5.0,,,,5.25,6.0,8.25,4.6,N1,36.1,,,,16.25,16.6
24,38,2755,5.4,7.0,,,,5.25,6.25,7.25,4.0,N1,35.15,,,,18.5,16.4
17,1,57844,3.0,8.5,,,,8.25,9.0,9.25,2.4,,40.4,,,,25.75,13.9
22,59,3261,7.0,6.75,,,,7.0,7.5,8.75,4.4,,41.4,,,,21.25,18.15
24,34,3002,6.6,7.0,,,,6.75,8.25,9.0,4.6,N1,42.2,,,,22.0,18.2
19,46,5454,5.6,4.5,6.75,5.5,4.25,,,,4.2,N1,30.8,17.85,16.55,15.35,,14.3
19,15,1010,4.6,2.5,,,,4.0,5.5,6.25,5.4,N1,28.25,,,,12.0,12.5
23,34,4320,6.2,8.5,,,,5.25,6.0,7.5,4.2,N1,37.65,,,,19.75,18.9
17,55,4560,4.8,4.0,,,,4.25,7.75,8.5,5.4,,34.7,,,,16.0,14.2
19,28,19849,6.4,5.5,5.0,3.5,3.75,,,,3.2,N1,27.35,14.9,14.6,13.65,,15.1
19,53,7580,6.6,6.75,6.25,5.5,5.75,,,,6.8,N1,37.65,18.35,19.65,17.85,,20.15
22,57,7230,7.8,7.75,,,,7.25,7.25,9.0,4.4,,43.45,,,,22.25,19.95
24,56,8442,7.0,6.5,,,,7.25,5.75,8.0,6.0,N1,40.5,,,,19.5,19.5
22,47,7968,8.4,7.25,7.75,9.0,5.5,,,,8.8,,46.7,25.15,24.95,22.9,,24.45
18,28,28502,3.8,7.0,,,,3.5,5.0,7.5,3.8,,30.6,,,,15.5,14.6
19,24,6427,7.6,7.5,5.5,7.75,5.0,,,,5.8,N1,39.15,20.85,18.9,20.35,,20.9
24,46,10053,6.4,5.75,,,,6.25,7.5,8.25,4.8,N1,38.95,,,,19.5,16.95
23,53,12701,3.4,8.0,,,,6.0,5.25,9.0,2.2,N1,33.85,,,,19.25,13.6
17,2,47331,7.4,7.5,7.5,7.25,5.75,,,,3.2,,38.6,22.15,18.1,20.4,,18.1
22,34,4803,7.0,7.5,,,,8.5,5.75,8.0,7.4,,44.15,,,,21.75,21.9
23,17,11710,1.8,3.5,,,,4.75,4.0,5.75,1.8,N1,21.6,,,,12.25,7.1
18,33,11623,4.4,4.25,,,,3.0,6.5,7.75,2.4,,28.3,,,,13.75,11.05
23,38,14393,6.4,5.5,6.0,5.5,7.25,,,,2.4,N1,33.05,17.9,14.8,19.15,,14.3
19,34,11551,6.8,6.25,6.75,7.5,4.0,,,,3.0,N1,34.3,21.05,16.55,18.3,,16.05
17,12,3591,2.8,5.25,3.5,3.75,4.0,3.75,7.75,8.5,3.4,,31.45,10.05,9.7,10.55,16.75,11.45
21,55,3781,5.0,7.0,,,,5.25,7.0,9.0,5.6,,38.85,,,,19.25,17.6
19,1,22487,6.8,4.25,,,,4.75,6.5,7.75,2.2,N1,32.25,,,,15.5,13.25
20,53,10074,7.8,8.0,,,,6.5,6.25,8.25,6.2,N1,43.0,,,,20.75,22.0
23,46,7013,6.4,6.5,,,,6.75,6.75,8.25,4.0,N1,38.65,,,,20.0,16.9
20,47,10125,5.6,6.25,,,,5.25,7.5,8.5,5.0,N1,38.1,,,,19.0,16.85
23,2,41562,8.6,6.25,6.25,8.5,8.25,,,,8.8,N1,46.65,23.35,23.65,25.35,,23.65
21,45,27,6.2,5.75,,,,2.75,7.0,7.0,4.6,,33.3,,,,15.5,16.55
21,45,4395,3.6,5.5,,,,3.75,6.0,6.5,4.4,,29.75,,,,15.25,13.5
21,2,75641,6.8,7.75,7.5,7.5,6.5,,,,5.4,,41.45,21.8,19.7,20.8,,19.95
17,12,9498,5.0,7.25,,,,4.0,5.75,7.75,2.4,,32.15,,,,17.0,14.65
22,38,2267,8.0,6.75,6.5,8.5,8.25,,,,4.8,,42.8,23.0,19.3,24.75,,19.55
24,28,10648,6.2,8.5,,,,8.0,7.25,8.75,3.6,N1,42.3,,,,23.75,18.3
18,2,46906,4.6,6.75,,,,4.75,5.5,7.75,5.8,,35.15,,,,17.0,17.15
21,2,51760,6.8,,4.0,3.25,,,,,,,,14.05,,,,
24,30,11039,4.2,7.75,,,,8.25,7.75,9.75,5.4,N1,43.1,,,,23.75,17.35
21,24,7697,5.4,7.0,,,,7.0,7.5,9.75,6.4,,43.05,,,,21.5,18.8
17,15,6056,4.0,5.75,,,,5.25,5.25,8.25,3.8,,32.3,,,,16.25,13.55
21,47,10131,6.4,6.5,,,,2.75,7.0,8.0,4.2,,34.85,,,,16.25,17.1
22,40,8105,7.0,5.75,7.0,5.25,5.25,,,,7.6,,37.85,19.25,21.6,17.5,,20.35
18,28,29898,6.6,7.0,6.5,6.0,4.25,,,,3.4,,33.75,19.1,16.5,16.85,,17.0
22,12,3096,2.4,5.0,,,,5.0,6.5,,,,,,,,16.5,
20,58,4775,8.0,8.5,6.5,7.5,6.5,,,,4.0,N1,41.0,22.0,18.5,22.0,,20.5
24,61,4341,6.2,6.25,2.5,3.25,4.25,,,,3.4,N1,25.85,11.95,12.1,13.7,,15.85
17,61,4922,5.8,4.5,5.25,4.5,4.25,,,,4.2,,28.5,15.55,15.25,14.55,,14.5
20,49,8350,7.2,7.0,6.5,7.5,4.5,,,,4.0,N1,36.7,21.2,17.7,19.2,,18.2
24,27,1220,6.4,9.25,,,,9.5,8.75,9.75,7.6,N1,51.25,,,,27.5,23.25
24,63,5660,3.8,5.0,,,,5.5,6.25,,,,,,,,16.75,
18,46,1402,6.4,6.5,,,,4.25,7.25,,,,,,,,18.0,
22,55,1025,2.4,5.75,,,,8.75,5.75,,,,,,,,20.25,
17,53,2024,3.0,3.0,,,,2.5,4.5,,,,,,,,10.0,
17,48,13422,8.8,6.75,9.5,8.75,4.75,,,,8.2,,46.75,27.05,26.5,22.3,,23.75
22,48,22987,7.8,5.5,,,,3.5,5.75,5.5,4.2,,32.25,,,,14.75,17.5
20,41,7376,7.2,6.75,7.5,7.0,6.0,,,,4.4,N1,38.85,21.7,19.1,20.2,,18.35
21,3,9572,5.4,5.5,,,,7.0,5.75,,,,,,,,18.25,
21,11,2139,6.2,6.25,,,,5.0,8.0,9.0,,,,,,,19.25,
20,15,10009,5.6,5.5,,,,3.25,4.75,8.25,3.0,N1,30.35,,,,13.5,14.1
24,22,11568,8.0,7.75,,,,7.0,8.0,5.75,5.0,N1,41.5,,,,22.75,20.75
19,25,18190,6.0,3.75,,,,3.25,6.0,,,,,,,,13.0,
21,28,10000,4.8,,2.25,3.25,,,,,,,,10.3,,,,
18,26,18626,5.6,3.75,4.25,3.0,3.25,,,,3.0,,22.85,12.85,12.85,11.85,,12.35
24,2,49312,8.2,,9.0,9.25,,,,,,,,26.45,,,,
18,55,12495,7.2,,3.25,7.5,8.0,,,,,,,17.95,,22.7,,
18,28,1316,4.8,5.25,5.25,6.25,4.0,,,,4.0,,29.55,16.3,14.05,15.05,,14.05
24,26,17185,6.2,9.75,,,,9.5,9.25,9.0,6.0,N1,49.7,,,,28.5,21.95
21,1,22647,7.4,7.5,,,,4.75,7.75,8.5,,,,,,,20.0,
17,1,7981,6.0,6.25,,,,4.75,7.0,8.75,7.2,,39.95,,,,18.0,19.45
24,2,45840,5.8,7.5,,,,4.75,7.0,,,,,,,,19.25,
23,1,40216,8.0,8.75,7.25,5.75,6.5,,,,9.4,N1,45.65,21.0,24.65,20.25,,26.15
23,28,14144,4.4,9.0,,,,7.0,7.5,7.5,2.4,N1,37.8,,,,23.5,15.8
19,48,11294,5.0,5.0,,,,5.0,6.75,6.5,4.6,N1,32.85,,,,16.75,14.6
19,34,4032,8.4,7.0,3.25,6.75,6.75,,,,3.8,N1,35.95,18.4,15.45,21.9,,19.2
24,34,3931,5.8,6.25,,,,5.25,6.25,7.5,5.2,N1,36.25,,,,17.75,17.25
18,44,1183,6.6,6.75,6.25,6.5,4.0,,,,6.0,,36.1,19.35,18.85,17.1,,19.35
21,49,15730,6.2,6.25,,,,4.5,7.25,,,,,,,,18.0,
19,21,2456,6.8,6.0,6.0,2.25,5.75,,,,4.2,N1,31.0,15.05,17.0,14.8,,17.0
21,1,29191,8.4,8.5,,,,7.75,9.0,8.75,9.6,,52.0,,,,25.25,26.5
24,35,9467,8.8,7.5,9.25,9.75,5.5,,,,8.2,N1,49.0,27.8,26.25,24.05,,24.5
21,31,7919,7.8,5.75,6.0,2.5,4.5,,,,9.2,,35.75,16.3,23.0,14.8,,22.75
22,2,44577,7.6,6.5,5.5,5.5,5.0,,,,8.2,,38.3,18.6,21.3,18.1,,22.3
23,17,15620,4.8,5.75,,,,5.5,5.75,6.75,4.0,N1,32.55,,,,17.0,14.55
24,2,25145,6.4,6.0,6.25,7.0,5.0,,,,5.0,N1,35.65,19.65,17.65,18.4,,17.4
17,47,8123,4.4,5.5,,,,2.75,6.25,7.0,2.6,,28.5,,,,14.5,12.5
20,39,6083,6.6,5.5,,,,6.25,8.25,9.0,3.6,N1,39.2,,,,20.0,15.7
17,17,132,2.2,4.25,1.75,2.25,2.75,5.0,6.0,8.75,6.8,,33.0,6.2,10.75,7.2,15.25,13.25
18,60,3823,4.0,5.5,,,,4.25,5.75,6.25,2.4,,28.15,,,,15.5,11.9
17,56,10409,4.0,5.0,,,,5.25,6.25,9.0,4.4,,33.9,,,,16.5,13.4
23,44,8729,8.0,5.5,9.25,7.25,7.25,,,,5.6,N1,42.85,24.5,22.85,22.5,,19.1
20,10,6622,2.8,5.5,,,,,,,2.6,N1,,,,,,10.9
18,33,9281,6.6,5.5,6.5,4.75,4.0,,,,6.2,,33.55,17.85,19.3,15.35,,18.3
24,26,9793,8.2,9.0,,,,7.25,8.75,9.75,8.4,N1,51.35,,,,25.0,25.6
19,28,32695,5.6,5.5,,,,4.5,5.75,9.25,3.2,N1,33.8,,,,15.75,14.3
18,32,359,4.4,5.25,,,,3.0,6.0,6.0,2.4,,27.05,,,,14.25,12.05
23,1,21634,7.0,8.0,,,,7.25,6.0,8.0,,,,,,,21.25,
17,7,942,6.8,4.0,7.25,6.25,5.75,,,,4.0,,34.05,20.3,18.05,18.8,,14.8
20,43,8912,7.0,6.5,4.75,4.75,5.75,,,,4.4,N1,33.15,16.5,16.15,17.5,,17.9
19,9,3004,4.2,5.75,,,,4.75,6.5,7.5,3.0,N1,31.7,,,,17.0,12.95
21,30,16315,7.0,7.25,,,,9.0,9.0,10.0,5.8,,48.05,,,,25.25,20.05
23,21,9426,7.6,7.75,,,,7.75,7.5,9.5,5.4,N1,45.5,,,,23.0,20.75
22,29,19605,5.2,5.0,,,,7.25,6.5,6.5,1.8,,32.25,,,,18.75,12.0
20,31,4910,6.0,7.25,,,,3.75,5.25,9.0,3.2,N1,34.45,,,,16.25,16.45
20,21,8645,5.4,7.25,,,,4.75,6.5,7.75,6.0,N1,37.65,,,,18.5,18.65
17,44,8520,3.6,4.5,,,,2.75,3.25,7.0,1.2,,22.3,,,,10.5,9.3
24,3,4907,7.2,9.0,,,,7.75,8.25,8.5,3.8,N1,44.5,,,,25.0,20.0
24,1,19510,7.4,8.5,,,,8.5,8.25,9.5,9.4,N1,51.55,,,,25.25,25.3
21,1,67348,3.8,7.25,,,,6.75,7.5,7.75,8.2,,41.25,,,,21.5,19.25
21,1,31394,8.6,8.75,8.75,6.0,5.75,,,,9.8,,47.65,23.35,27.15,20.35,,27.15
22,1,92370,3.2,5.25,,,,6.75,6.0,,,,,,,,18.0,
17,1,26145,6.6,5.5,5.5,3.75,5.25,,,,7.2,,33.8,15.85,19.3,15.6,,19.3
20,26,17142,5.6,3.5,,,,3.5,6.75,,,,,,,,13.75,
18,19,14538,6.6,7.75,6.5,6.5,6.5,,,,3.2,,37.05,19.6,16.3,19.6,,17.55
22,6,4501,,5.25,,,,5.25,6.75,,,,,,,,17.25,
19,26,18418,3.2,5.5,,,,3.75,6.25,6.75,2.4,N1,27.85,,,,15.5,11.1
20,29,18828,6.0,7.5,,,,4.0,7.25,9.0,3.2,N1,36.95,,,,18.75,16.7
18,33,9824,6.0,4.75,5.25,6.25,3.5,,,,2.4,,28.15,17.5,13.65,15.75,,13.15
24,2,36646,8.0,6.75,8.5,5.0,6.5,,,,7.8,N1,42.55,21.5,24.3,19.5,,22.55
23,57,2745,7.0,6.25,6.25,7.5,7.75,,,,3.8,N1,38.55,20.75,17.05,22.25,,17.05
18,61,7890,4.0,6.0,,,,3.75,7.0,8.25,2.2,,31.2,,,,16.75,12.2
17,11,1605,3.2,6.5,,,,4.75,7.25,7.75,3.6,,33.05,,,,18.5,13.3
22,34,8506,3.8,5.75,,,,4.0,6.75,5.0,3.4,,28.7,,,,16.5,12.95
18,56,3760,5.8,4.75,4.0,4.25,4.0,,,,2.0,,24.8,14.05,11.8,14.05,,12.55
18,31,5941,3.4,8.25,,,,4.75,6.75,8.75,3.4,,35.3,,,,19.75,15.05
17,1,32379,8.6,6.0,8.75,9.75,5.5,,,,3.2,,41.8,27.1,20.55,23.85,,17.8
23,2,9698,7.4,7.25,,,,7.25,6.0,8.0,8.8,N1,44.7,,,,20.5,23.45
18,1,53357,2.2,3.5,,,,3.5,6.25,6.5,3.6,,25.55,,,,13.25,9.3
23,30,3027,7.6,9.25,,,,8.5,8.0,10.0,9.6,N1,52.95,,,,25.75,26.45
20,54,3247,9.2,7.5,,,,5.75,8.0,8.0,8.2,N1,46.65,,,,21.25,24.9
20,18,9023,9.6,6.5,8.75,8.75,8.5,,,,5.8,N1,47.9,27.1,24.15,26.85,,21.9
24,7,855,5.8,5.75,,,,5.0,5.75,7.0,3.2,N1,32.5,,,,16.5,14.75
24,4,6603,4.2,7.0,,,,5.5,7.0,8.25,4.2,N1,36.15,,,,19.5,15.4
23,37,15778,6.4,5.5,,,,4.75,5.5,8.5,5.2,N1,35.85,,,,15.75,17.1
23,29,22938,8.2,8.25,,,,8.25,7.75,9.5,6.6,N1,48.55,,,,24.25,23.05
17,59,2176,5.0,6.0,,,,7.0,7.75,9.25,3.0,,38.0,,,,20.75,14.0
24,4,2571,7.8,5.75,7.75,8.25,4.75,,,,5.0,N1,39.3,23.8,20.55,20.8,,18.55
21,6,1468,6.2,7.25,,,,5.5,6.0,9.75,3.0,,37.7,,,,18.75,16.45
23,33,774,7.4,7.25,7.75,7.75,6.0,,,,5.0,N1,41.15,22.9,20.15,21.15,,19.65
22,2,73318,4.6,4.25,5.75,3.75,3.75,,,,4.0,,26.1,14.1,14.35,12.1,,12.85
24,4,5077,5.2,6.5,4.25,6.0,4.75,,,,5.0,N1,31.7,15.45,14.45,15.95,,16.7
17,33,12027,8.0,5.75,6.25,7.0,5.5,,,,5.0,,37.5,21.25,19.25,20.5,,18.75
22,38,12808,7.4,7.5,,,,9.0,6.5,8.75,6.2,,45.35,,,,23.0,21.1
19,1,72314,8.2,7.25,3.5,3.0,5.0,4.5,6.25,6.25,7.0,N1,39.45,14.7,18.7,16.2,18.0,22.45
21,4,11716,4.8,6.5,,,,4.0,5.25,6.0,8.4,,34.95,,,,15.75,19.7
19,2,47198,7.4,6.0,6.75,5.75,4.5,,,,7.0,,37.4,19.9,21.1,17.6,,20.4
19,2,32308,7.2,7.0,4.5,6.75,6.0,,,,5.6,,37.05,18.4,17.3,19.9,,19.8
23,37,8643,8.4,6.75,,,,6.75,6.25,9.25,7.4,N1,44.8,,,,19.75,22.55
24,2,44813,6.4,8.25,,,,8.5,6.25,8.5,7.8,N1,45.7,,,,23.0,22.45
19,37,8876,8.6,4.5,7.0,6.5,6.0,,,,5.2,N1,37.8,22.1,20.8,21.1,,18.3
21,29,26573,7.4,7.75,,,,3.5,6.75,7.75,8.4,,41.55,,,,18.0,23.6
24,64,4831,6.2,7.5,,,,9.0,7.5,9.0,5.2,N1,44.4,,,,24.0,18.9
19,19,12085,5.4,7.0,,,,5.0,5.5,8.5,5.2,N1,36.6,,,,17.5,17.6
21,5,3356,8.0,5.5,6.75,7.25,6.25,,,,5.2,,38.95,22.0,19.95,21.5,,18.7
17,59,4082,5.8,5.5,4.25,5.0,4.75,,,,2.8,,28.1,15.05,12.85,15.55,,14.1
23,47,222,8.0,7.75,7.0,7.0,7.0,,,,5.2,N1,41.95,22.0,20.2,22.0,,20.95
22,28,1565,8.4,7.5,3.0,8.25,8.0,,,,5.4,,40.55,19.65,16.8,24.65,,21.3
22,47,9740,8.2,6.75,7.5,8.0,4.75,,,,4.0,,39.2,23.7,19.7,20.95,,18.95
21,42,1926,5.8,5.75,,,,4.25,5.75,8.0,4.8,,34.35,,,,15.75,16.35
21,55,9678,4.8,6.75,,,,2.25,5.75,6.0,4.0,,29.55,,,,14.75,15.55
