Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD
18,25,18336,5.8,5.75,5.75,3.5,4.5,,,,4.6,,29.9,15.05,16.15,13.8,,16.15
17,16,2012,5.8,6.0,,,,7.0,9.5,8.25,5.2,,41.75,,,,22.5,17.0
23,2,30477,7.4,5.75,6.75,6.75,6.25,,,,4.6,N1,37.5,20.9,18.75,20.4,,17.75
21,56,2474,5.6,6.0,,,,4.0,6.5,8.25,2.6,,32.95,,,,16.5,14.2
22,26,10966,6.0,4.25,,,,7.5,6.0,8.25,3.0,,35.0,,,,17.75,13.25
23,2,63804,5.2,6.25,,,,5.0,5.5,8.5,6.2,N1,36.65,,,,16.75,17.65
24,21,10455,5.6,7.0,,,,5.75,7.0,8.0,5.0,N1,38.35,,,,19.75,17.6
18,40,20441,5.2,4.5,,,,3.5,4.25,,,,,,,,12.25,
24,48,32535,6.4,7.5,,,,6.75,7.25,9.0,4.4,N1,41.3,,,,21.5,18.3
22,5,663,4.0,5.5,,,,6.5,7.5,8.75,1.6,,33.85,,,,19.5,11.1
19,22,10617,6.0,5.5,,,,3.5,5.25,7.25,3.0,N1,30.5,,,,14.25,14.5
23,1,29915,7.4,8.0,,,,5.5,6.0,8.25,6.6,N1,41.75,,,,19.5,22.0
24,2,2825,6.2,4.5,,,,7.0,8.0,8.25,7.4,N1,41.35,,,,19.5,18.1
20,39,4495,7.2,6.5,,,,4.0,4.5,4.75,3.2,N1,30.15,,,,15.0,16.9
22,21,2484,6.2,7.0,5.5,3.75,4.5,,,,6.8,,33.75,15.45,18.5,14.45,,20.0
23,42,3546,5.4,7.0,,,,4.75,4.75,7.5,3.8,N1,33.2,,,,16.5,16.2
24,47,5160,7.6,8.25,6.25,5.5,6.25,,,,7.8,N1,41.65,19.35,21.65,19.35,,23.65
20,2,56490,6.4,7.25,6.25,5.25,6.0,,,,5.2,N1,36.35,17.9,17.85,17.65,,18.85
24,32,6268,7.2,8.5,,,,4.75,6.25,8.25,9.4,N1,44.35,,,,19.5,25.1
21,47,8266,5.8,7.0,,,,5.25,6.75,8.25,2.4,,35.45,,,,19.0,15.2
23,34,8311,2.8,5.75,,,,5.25,6.25,8.25,3.8,N1,32.1,,,,17.25,12.35
22,18,18980,8.0,8.5,6.75,4.75,4.0,,,,8.2,,40.2,19.5,22.95,16.75,,24.7
18,21,17542,6.8,7.0,8.25,,4.0,,,,3.2,,,,18.25,,,17.0
21,1,26424,7.4,7.5,,,,6.75,6.25,8.5,2.8,,39.2,,,,20.5,17.7
21,10,8127,3.8,6.5,,,,3.0,6.25,,,,,,,,15.75,
24,54,7456,7.2,7.25,,,,8.25,8.75,9.5,6.2,N1,47.15,,,,24.25,20.65
24,8,694,6.8,6.75,,,,7.25,6.5,7.5,2.2,N1,37.0,,,,20.5,15.75
21,47,5701,7.4,8.75,6.5,7.5,7.25,,,,7.4,,44.8,21.4,21.3,22.15,,23.55
21,46,2477,7.2,5.0,6.5,6.75,5.0,,,,3.2,,33.65,20.45,16.9,18.95,,15.4
22,51,10972,6.6,5.25,6.5,5.75,4.5,,,,5.0,,33.6,18.85,18.1,16.85,,16.85
19,26,10271,6.2,7.5,,,,4.0,5.5,7.5,4.6,N1,35.3,,,,17.0,18.3
22,21,4527,7.8,7.25,,,,8.5,8.75,9.5,8.4,,50.2,,,,24.5,23.45
22,21,5791,7.8,8.0,8.5,8.0,6.0,,,,6.0,,44.3,24.3,22.3,21.8,,21.8
22,2,37166,8.4,8.5,,,,6.75,8.0,8.5,7.8,,47.95,,,,23.25,24.7
24,44,11525,6.0,6.75,,,,6.5,8.0,9.0,4.6,N1,40.85,,,,21.25,17.35
20,38,6246,8.0,7.75,4.0,5.75,5.5,,,,4.6,N1,35.6,17.75,16.6,19.25,,20.35
24,19,2647,4.6,7.0,,,,7.25,6.5,6.25,5.6,N1,37.2,,,,20.75,17.2
21,55,5866,5.6,5.0,,,,7.75,5.75,,,,,,,,18.5,
19,34,13695,6.8,6.0,6.5,5.25,5.0,,,,4.2,N1,33.75,18.55,17.5,17.05,,17.0
18,35,8629,5.8,6.0,,,,3.5,6.25,7.75,3.0,,32.3,,,,15.75,14.8
21,2,30718,8.2,8.0,7.0,6.75,4.25,,,,5.2,,39.4,21.95,20.4,19.2,,21.4
24,32,7339,3.2,4.25,,,,6.0,5.75,7.0,4.8,N1,31.0,,,,16.0,12.25
22,1,75621,8.8,8.5,,,,8.0,6.75,8.5,8.0,,48.55,,,,23.25,25.3
24,6,3557,8.6,5.25,9.0,8.0,6.25,,,,3.4,N1,40.5,25.6,21.0,22.85,,17.25
21,12,703,7.8,7.75,5.75,4.5,5.5,,,,,,,18.05,,17.8,,
22,9,2894,2.6,4.5,,,,4.75,4.5,,,,,,,,13.75,
24,37,18635,6.8,6.75,,,,6.0,7.5,9.0,5.6,N1,41.65,,,,20.25,19.15
18,14,7240,2.8,5.0,,,,3.0,4.75,5.5,2.4,,23.45,,,,12.75,10.2
23,60,4571,6.8,8.0,,,,6.75,6.25,9.5,5.4,N1,42.7,,,,21.0,20.2
20,2,55123,5.6,6.5,,,,3.5,4.75,7.5,2.8,N1,30.65,,,,14.75,14.9
23,48,19196,7.6,5.0,9.0,8.75,4.5,,,,5.6,N1,40.45,25.35,22.2,20.85,,18.2
18,22,6123,4.4,7.0,,,,2.5,4.25,6.25,3.2,,27.6,,,,13.75,14.6
23,44,7487,7.0,6.75,5.5,7.5,6.0,,,,6.4,N1,39.15,20.0,18.9,20.5,,20.15
22,37,6218,7.2,6.25,6.75,7.75,5.5,,,,4.8,,38.25,21.7,18.75,20.45,,18.25
22,35,2345,6.6,7.0,4.0,7.5,3.5,,,,2.8,,31.4,18.1,13.4,17.6,,16.4
17,2,65922,6.4,,,8.0,6.75,,,,,,,,,21.15,,
24,35,2129,6.8,7.0,,,,5.75,6.25,7.0,5.6,N1,38.4,,,,19.0,19.4
24,40,5271,5.4,6.75,2.75,3.25,5.25,,,,3.0,N1,26.4,11.4,11.15,13.9,,15.15
21,29,30499,4.6,7.25,,,,7.0,8.25,9.25,3.0,,39.35,,,,22.5,14.8
19,2,57546,6.0,5.75,5.25,4.25,4.75,,,,,,,15.5,,15.0,,
22,2,35660,7.2,7.75,,,,9.25,7.75,8.5,7.8,,48.25,,,,24.75,22.75
22,52,12393,7.6,5.5,6.0,7.25,4.75,,,,5.0,,36.1,20.85,18.6,19.6,,18.1
21,61,5781,7.2,7.5,4.5,6.25,6.0,,,,6.8,,38.25,17.95,18.5,19.45,,21.5
20,28,14030,2.0,0.5,,,,2.0,2.5,2.75,2.4,N1,12.15,,,,5.0,4.9
23,58,5237,7.6,6.5,,,,9.0,6.75,9.5,4.6,N1,43.95,,,,22.25,18.7
18,1,33633,7.4,5.75,5.75,6.75,5.5,,,,3.6,,34.75,19.9,16.75,19.65,,16.75
18,61,7905,4.6,7.25,6.0,5.5,4.75,,,,4.4,,32.5,16.1,15.0,14.85,,16.25
20,18,6361,6.4,5.0,,,,6.0,7.75,,,,,,,,18.75,
22,19,10313,8.2,8.25,9.0,8.5,6.25,,,,7.6,,47.8,25.7,24.8,22.95,,24.05
22,53,1390,7.2,7.25,6.75,7.75,6.0,,,,5.4,,40.35,21.7,19.35,20.95,,19.85
24,43,4923,3.8,6.5,,,,6.25,6.75,8.25,4.4,N1,35.95,,,,19.5,14.7
20,16,15,9.0,9.0,,,,5.5,7.75,9.5,7.0,N1,47.75,,,,22.25,25.0
24,47,1019,4.2,6.25,,,,7.0,5.25,,,,,,,,18.5,
18,17,10346,4.2,6.5,,,,6.25,7.25,8.75,4.0,,36.95,,,,20.0,14.7
18,29,29276,6.0,5.25,6.5,4.75,4.25,,,,2.6,,29.35,17.25,15.1,15.0,,13.85
24,28,20981,8.4,9.0,,,,6.75,7.75,9.75,7.0,N1,48.65,,,,23.5,24.4
17,44,5434,4.8,7.75,,,,5.5,6.0,7.75,6.0,,37.8,,,,19.25,18.55
21,59,147,4.6,6.0,,,,4.25,7.5,,,,,,,,17.75,
19,1,72388,8.2,5.25,5.75,6.5,3.0,,,,3.4,N1,32.1,20.45,17.35,17.7,,16.85
24,60,3056,5.8,7.0,,,,6.25,8.0,8.5,4.0,N1,39.55,,,,21.25,16.8
17,55,7639,4.8,5.5,,,,3.75,5.5,7.75,1.8,,29.1,,,,14.75,12.1
22,44,10516,7.8,6.75,7.0,8.75,7.25,,,,8.4,,45.95,23.55,23.2,23.8,,22.95
21,1,34287,9.0,6.75,8.0,6.25,5.75,,,,9.4,,45.15,23.25,26.4,21.0,,25.15
19,21,13145,5.6,7.0,,,,3.75,6.25,6.75,4.6,N1,33.95,,,,17.0,17.2
19,3,10533,3.0,4.25,,,,3.25,4.5,7.25,2.4,N1,24.65,,,,12.0,9.65
17,55,9508,,5.75,,,,4.5,6.5,,,,,,,,16.75,
19,43,6975,6.6,2.0,4.25,5.75,2.75,,,,3.4,N1,24.75,16.6,14.25,15.1,,12.0
21,37,8789,4.6,2.25,,,,2.5,6.0,8.5,4.2,,28.05,,,,10.75,11.05
18,32,3351,3.8,5.25,,,,4.0,6.0,8.0,2.6,,29.65,,,,15.25,11.65
18,22,8673,2.6,2.5,,,,3.0,4.25,3.75,4.4,,20.5,,,,9.75,9.5
18,40,5789,3.4,2.25,,,,3.0,3.0,4.0,2.4,,18.05,,,,8.25,8.05
18,62,728,7.6,7.5,7.5,6.5,3.25,,,,5.8,,38.15,21.6,20.9,17.35,,20.9
24,49,1243,5.4,5.5,,,,4.5,7.0,6.75,3.6,N1,32.75,,,,17.0,14.5
24,25,6261,7.2,9.5,,,,7.75,8.5,8.75,6.8,N1,48.5,,,,25.75,23.5
18,27,5127,7.4,5.0,5.75,4.75,5.0,,,,5.4,,33.3,17.9,18.55,17.15,,17.8
24,10,7816,6.0,6.75,,,,7.75,8.0,8.5,4.0,N1,41.0,,,,22.5,16.75
24,45,2168,5.4,6.0,,,,7.25,7.25,8.25,5.2,N1,39.35,,,,20.5,16.6
20,2,38497,9.0,6.25,7.5,5.75,4.5,,,,5.2,N1,38.2,22.25,21.7,19.25,,20.45
24,51,7224,8.0,9.5,,,,8.75,8.75,8.75,5.8,N1,49.55,,,,27.0,23.3
21,50,6321,4.6,6.0,,,,4.0,7.5,9.5,7.6,,39.2,,,,17.5,18.2
19,2,37622,8.6,7.25,5.75,6.0,4.25,,,,9.8,,41.65,20.4,24.1,18.9,,25.6
22,2,43815,7.0,6.0,6.5,7.75,3.75,,,,6.2,,37.2,21.25,19.7,18.5,,19.2
18,18,4628,6.0,6.0,,,,3.75,6.25,6.75,2.6,,31.35,,,,16.0,14.6
22,26,6532,8.4,8.25,,,,9.25,8.75,9.25,9.2,,53.1,,,,26.25,25.85
19,53,6576,5.0,,4.25,,,,,,5.6,N1,,,14.85,,,
20,42,240,8.2,7.25,,,,4.75,8.0,8.75,7.4,N1,44.35,,,,20.0,22.85
18,48,28440,5.4,5.0,5.25,5.0,4.0,,,,3.6,,28.25,15.65,14.25,14.4,,14.0
21,42,3921,6.8,7.0,5.0,6.25,5.0,,,,5.4,,35.45,18.05,17.2,18.05,,19.2
21,54,5308,5.8,5.0,5.0,3.75,4.75,,,,2.8,,27.1,14.55,13.6,14.3,,13.6
22,63,803,8.4,7.5,,,,9.0,8.75,9.0,5.4,,48.05,,,,25.25,21.3
18,48,26646,6.6,5.25,6.25,5.25,4.75,,,,3.4,,31.5,18.1,16.25,16.6,,15.25
17,1,42566,3.4,3.5,,,,4.75,6.0,7.25,3.2,,28.1,,,,14.25,10.1
18,2,53945,6.6,5.0,3.75,4.25,3.75,,,,2.0,,25.35,14.6,12.35,14.6,,13.6
18,53,10297,5.2,4.75,5.25,4.75,5.25,,,,3.2,,28.4,15.2,13.65,15.2,,13.15
19,47,920,5.0,6.0,,,,3.5,6.5,7.5,5.0,N1,33.5,,,,16.0,16.0
23,34,10664,7.2,8.0,5.5,5.0,6.5,,,,7.2,N1,39.4,17.7,19.9,18.7,,22.4
23,47,2536,6.0,6.0,,,,4.5,5.5,7.5,3.4,N1,32.9,,,,16.0,15.4
18,41,7694,3.4,5.0,,,,3.25,7.25,6.75,2.0,,27.65,,,,15.5,10.4
17,42,3510,6.6,4.25,3.0,4.5,6.0,,,,2.2,,26.55,14.1,11.8,17.1,,13.05
23,57,4342,5.8,5.25,,,,3.75,6.25,7.25,4.6,N1,32.9,,,,15.25,15.65
17,52,1535,5.2,5.0,2.75,4.25,4.75,,,,5.8,,27.75,12.2,13.75,14.2,,16.0
18,55,3628,6.2,4.5,5.5,6.25,4.0,,,,3.0,,29.45,17.95,14.7,16.45,,13.7
21,54,6328,7.6,6.25,5.75,5.25,5.75,,,,7.8,,38.4,18.6,21.15,18.6,,21.65
20,16,1260,6.6,5.25,,,,6.0,7.0,,,,,,,,18.25,
22,54,10475,4.2,4.25,,,,5.0,6.25,,,,,,,,15.5,
20,1,72684,4.4,6.0,,,,6.0,6.0,8.5,2.0,N1,32.9,,,,18.0,12.4
18,27,3504,4.0,6.75,,,,3.25,5.25,8.5,5.2,,32.95,,,,15.25,15.95
18,1,14852,7.6,4.0,7.75,9.0,6.0,,,,6.4,,40.75,24.35,21.75,22.6,,18.0
21,59,2506,7.2,7.0,,,,5.25,7.25,10.0,3.4,,40.1,,,,19.5,17.6
21,2,80642,7.6,6.25,6.25,7.25,7.25,,,,8.8,,43.4,21.1,22.65,22.1,,22.65
24,52,12326,6.2,5.75,3.5,4.75,4.75,,,,4.4,N1,29.35,14.45,14.1,15.7,,16.35
24,27,680,7.4,8.0,,,,6.0,7.25,,,,,,,,21.25,
20,26,15954,3.8,4.25,,,,4.75,6.25,7.0,4.2,N1,30.25,,,,15.25,12.25
20,55,2658,6.8,6.75,,,,8.5,7.75,9.5,3.8,N1,43.1,,,,23.0,17.35
22,2,13754,7.6,4.5,7.0,6.25,4.0,,,,5.8,,35.15,20.85,20.4,17.85,,17.9
19,33,6904,6.8,3.5,4.25,3.75,3.75,,,,3.8,N1,25.85,14.8,14.85,14.3,,14.1
18,47,1838,7.0,6.0,4.5,4.75,5.5,,,,3.4,,31.15,16.25,14.9,17.25,,16.4
20,48,5066,7.8,6.25,8.0,7.75,5.75,,,,6.8,N1,42.35,23.55,22.6,21.3,,20.85
22,2,34219,8.6,6.75,6.25,6.25,4.5,,,,6.4,,38.75,21.1,21.25,19.35,,21.75
23,37,11438,8.0,8.5,8.5,6.25,5.75,,,,8.0,N1,45.0,22.75,24.5,20.0,,24.5
18,25,13473,6.0,7.0,,,,3.75,6.0,7.25,4.6,,34.6,,,,16.75,17.6
24,51,14848,7.2,8.0,,,,5.5,7.25,8.0,2.8,N1,38.75,,,,20.75,18.0
19,26,9239,2.8,3.75,,,,3.25,6.5,6.5,2.2,N1,25.0,,,,13.5,8.75
18,34,2769,6.2,6.0,6.25,5.75,4.25,3.5,5.25,6.25,4.4,,32.85,18.2,16.85,16.2,14.75,16.6
17,28,19647,2.6,5.25,,,,9.0,8.25,8.75,3.2,,37.05,,,,22.5,11.05
23,37,14287,6.4,6.75,,,,5.5,6.25,8.75,5.6,N1,39.25,,,,18.5,18.75
23,39,5481,8.2,7.5,,,,7.0,7.0,8.75,6.2,N1,44.65,,,,21.5,21.9
20,33,4239,7.2,9.0,,,,9.75,9.25,9.5,3.6,N1,48.3,,,,28.0,19.8
18,37,12639,5.6,6.0,,,,5.5,7.75,8.25,3.4,,36.5,,,,19.25,15.0
22,3,3916,8.0,7.5,7.25,8.0,5.25,,,,4.8,,40.8,23.25,20.05,21.25,,20.3
19,2,46086,7.6,6.0,6.75,6.5,3.75,,,,8.0,,38.6,20.9,22.4,17.9,,21.6
20,15,6827,5.4,4.0,,,,7.75,8.5,,,,,,,,20.25,
17,2,8006,7.6,3.5,6.5,5.5,6.25,,,,9.6,,38.95,19.6,23.7,19.35,,20.7
18,28,1753,4.6,8.0,,,,7.25,7.5,8.25,2.8,,38.4,,,,22.75,15.4
20,51,12680,8.6,8.0,7.75,6.0,4.75,,,,6.0,N1,41.1,22.35,22.35,19.35,,22.6
23,48,18854,5.0,6.75,,,,5.5,6.75,,,,,,,,19.0,
18,33,7611,,6.5,,,,6.5,8.0,,,,,,,,21.0,
23,46,8477,2.6,6.0,,,,4.5,5.25,6.75,3.0,N1,28.1,,,,15.75,11.6
18,52,8695,4.6,4.75,,,,4.5,6.0,8.5,2.6,,30.95,,,,15.25,11.95
19,52,8582,7.8,6.0,5.75,6.25,4.5,,,,4.8,N1,35.1,19.8,18.35,18.55,,18.6
22,2,62711,5.6,6.25,6.75,5.5,4.0,,,,4.2,,32.3,17.85,16.55,15.1,,16.05
23,34,1052,6.0,5.0,5.5,4.25,5.25,,,,5.4,N1,31.4,15.75,16.9,15.5,,16.4
21,1,19765,8.6,8.0,,,,6.5,8.0,9.5,9.6,,50.2,,,,22.5,26.2
19,13,4404,6.8,4.5,7.75,7.5,4.0,,,,3.6,N1,34.15,22.05,18.15,18.3,,14.9
22,1,8308,7.6,8.75,,,,8.0,6.0,9.5,9.4,,49.25,,,,22.75,25.75
22,37,11904,8.4,7.75,8.5,7.25,6.75,,,,9.2,,47.85,24.15,26.1,22.4,,25.35
24,24,6397,8.6,8.75,8.25,7.75,6.0,,,,5.0,N1,44.35,24.6,21.85,22.35,,22.35
21,64,4401,8.8,5.75,7.25,8.5,6.5,,,,4.6,,41.4,24.55,20.65,23.8,,19.15
18,3,12502,3.8,7.25,,,,3.0,5.0,7.0,3.0,,29.05,,,,15.25,14.05
19,48,26314,6.4,5.25,5.0,4.5,4.25,,,,4.8,N1,30.2,15.9,16.2,15.15,,16.45
20,36,4305,5.6,5.5,,,,4.75,4.5,7.25,4.8,N1,32.4,,,,14.75,15.9
19,46,3017,5.0,4.25,,,,3.5,6.0,6.75,4.6,N1,30.1,,,,13.75,13.85
19,9,2619,3.2,5.0,,,,3.25,4.75,,,,,,,,13.0,
18,44,4417,5.4,6.0,4.5,4.75,5.25,,,,3.8,,29.7,14.65,13.7,15.4,,15.2
17,1,29515,2.4,3.0,,,,3.75,3.5,,,,,,,,10.25,
19,1,61859,6.8,5.0,6.5,2.75,5.25,,,,2.8,N1,29.1,16.05,16.1,14.8,,14.6
21,34,4146,7.8,6.75,,,,4.75,6.25,8.75,8.4,,42.7,,,,17.75,22.95
18,12,2992,5.4,4.5,5.25,4.5,3.5,,,,3.6,,26.75,15.15,14.25,13.4,,13.5
22,19,7415,4.6,5.75,,,,6.5,7.0,7.75,3.8,,35.4,,,,19.25,14.15
18,44,7792,5.4,5.75,4.25,5.5,5.0,,,,3.4,,29.3,15.15,13.05,15.9,,14.55
22,18,14595,8.2,6.5,3.75,5.75,5.75,,,,3.0,,32.95,17.7,14.95,19.7,,17.7
21,18,20543,6.0,7.5,,,,5.5,6.75,7.75,4.4,,37.9,,,,19.75,17.9
21,18,8815,5.0,6.0,,,,4.5,7.5,,,,,,,,18.0,
20,41,4947,8.8,5.0,8.25,7.5,4.25,,,,4.6,N1,38.4,24.55,21.65,20.55,,18.4
20,1,16449,6.0,8.0,,,,5.75,5.75,7.5,3.6,N1,36.6,,,,19.5,17.6
17,1,62237,6.2,4.5,3.0,5.5,4.75,,,,3.8,,27.75,14.7,13.0,16.45,,14.5
22,48,27794,2.8,5.75,,,,4.25,6.25,,,,,,,,16.25,
23,35,13422,7.0,6.75,,,,3.25,5.75,7.0,6.6,N1,36.35,,,,15.75,20.35
19,18,15181,2.2,6.25,,,,2.75,5.75,6.75,3.4,N1,27.1,,,,14.75,11.85
22,56,11868,3.0,4.0,,,,5.75,6.25,7.0,2.6,,28.6,,,,16.0,9.6
24,1,14853,4.8,7.75,,,,7.5,6.0,,,,,,,,21.25,
24,27,8573,7.4,8.5,7.0,8.25,8.0,,,,6.0,N1,45.15,22.65,20.4,23.65,,21.9
17,28,31319,7.2,6.0,6.25,8.5,5.0,,,,3.0,,35.95,21.95,16.45,20.7,,16.2
19,1,13280,7.4,7.75,,,,6.75,7.5,9.0,9.0,N1,47.4,,,,22.0,24.15
20,21,5830,4.8,6.75,,,,4.0,6.25,6.0,2.2,N1,30.0,,,,17.0,13.75
17,34,10212,7.8,4.75,6.75,7.25,3.5,,,,2.8,,32.85,21.8,17.35,18.55,,15.35
22,64,2940,7.6,5.0,7.0,8.0,5.25,,,,2.8,,35.65,22.6,17.4,20.85,,15.4
19,30,12566,3.0,5.75,,,,4.25,6.75,6.75,2.0,N1,28.5,,,,16.75,10.75
22,1,48000,8.2,6.0,3.5,3.5,5.75,,,,2.8,,29.75,15.2,14.5,17.45,,17.0
22,23,8308,7.0,7.5,,,,7.0,7.0,9.5,5.4,,43.4,,,,21.5,19.9
18,4,2003,6.0,6.25,5.0,3.5,5.0,,,,3.4,,29.15,14.5,14.4,14.5,,15.65
18,26,17939,2.0,2.25,,,,3.5,4.5,,,,,,,,10.25,
18,53,3062,5.8,6.25,2.75,5.75,7.0,,,,3.4,,30.95,14.3,11.95,18.55,,15.45
23,2,45653,5.6,7.5,,,,8.5,6.5,,,,,,,,22.5,
19,53,2566,3.4,4.75,,,,3.5,5.75,5.75,2.8,N1,25.95,,,,14.0,10.95
18,44,10344,3.4,3.25,,,,3.0,4.0,,,,,,,,10.25,
19,37,16774,7.2,5.75,4.75,7.5,6.5,,,,5.6,N1,37.3,19.45,17.55,21.2,,18.55
21,41,2535,6.4,3.0,3.0,2.75,6.0,,,,2.8,,23.95,12.15,12.2,15.15,,12.2
22,48,2596,5.4,4.25,,,,6.0,7.5,,,,,,,,17.75,
22,43,4357,7.8,7.75,7.25,7.0,5.25,,,,8.8,,43.85,22.05,23.85,20.05,,24.35
21,10,5084,6.0,8.0,,,,7.25,7.75,9.75,6.2,,44.95,,,,23.0,20.2
18,22,7835,1.4,1.5,,,,4.5,5.25,,3.6,,,,,,11.25,6.5
17,48,232,6.0,5.5,4.5,4.75,4.0,,,,7.0,,31.75,15.25,17.5,14.75,,18.5
20,1,73699,7.6,5.75,,,,3.75,7.25,8.75,4.2,N1,37.3,,,,16.75,17.55
23,1,10177,7.4,6.5,,,,7.0,6.25,8.0,6.8,N1,41.95,,,,19.75,20.7
23,26,20096,6.4,7.0,,,,5.5,5.0,8.0,3.4,N1,35.3,,,,17.5,16.8
19,1,33008,7.0,8.0,,,,5.0,7.0,7.75,5.6,N1,40.35,,,,20.0,20.6
22,13,4004,7.6,7.5,7.0,8.25,8.75,,,,4.2,,43.3,22.85,18.8,24.6,,19.3
19,56,2121,5.2,4.0,,,,3.75,6.5,7.5,5.0,N1,31.95,,,,14.25,14.2
22,29,33793,7.4,7.0,,,,6.75,6.5,8.25,5.2,,41.1,,,,20.25,19.6
21,8,3497,7.2,6.75,5.0,7.0,4.75,,,,4.6,,35.3,19.2,16.8,18.95,,18.55
23,7,1024,5.4,6.75,,,,5.75,6.75,7.75,3.4,N1,35.8,,,,19.25,15.55
17,1,49929,5.2,7.75,,,,4.5,6.0,7.5,5.2,,36.15,,,,18.25,18.15
19,42,4572,7.4,6.75,,,,4.25,5.5,6.0,7.6,N1,37.5,,,,16.5,21.75
19,42,13578,5.8,,3.5,3.25,,,,,,,,12.55,,,,
22,11,2655,6.6,6.5,,,,9.0,9.25,8.25,6.4,,46.0,,,,24.75,19.5
21,60,4243,6.8,,,7.0,7.25,,,,,,,,,21.05,,
24,53,4122,7.8,9.25,7.0,9.0,8.25,,,,8.6,N1,49.9,23.8,23.4,25.05,,25.65
22,60,1106,9.0,,8.75,8.0,,,,,,,,25.75,,,,
24,62,164,6.8,6.25,4.25,4.5,3.75,,,,3.8,N1,29.35,15.55,14.85,15.05,,16.85
20,18,8467,9.2,7.75,8.0,8.5,7.25,,,,4.6,N1,45.3,25.7,21.8,24.95,,21.55
19,35,8231,2.6,1.5,,,,3.75,2.5,3.5,2.0,N1,15.85,,,,7.75,6.1
18,39,5520,6.6,6.75,,,,4.25,6.75,8.25,4.6,,37.2,,,,17.75,17.95
24,63,443,8.4,8.0,7.5,8.75,7.0,,,,7.8,N1,47.45,24.65,23.7,24.15,,24.2
24,21,11743,8.2,8.75,8.75,8.75,8.25,,,,5.0,N1,47.7,25.7,21.95,25.2,,21.95
23,1,28473,5.0,6.5,,,,6.75,6.0,8.5,6.2,N1,38.95,,,,19.25,17.7
24,39,1874,7.0,6.5,,,,7.5,8.0,8.25,4.0,N1,41.25,,,,22.0,17.5
24,48,16170,4.0,5.25,,,,4.0,6.0,,,,,,,,15.25,
21,2,75928,6.6,4.0,5.75,3.25,5.75,,,,,,,15.6,,15.6,,
19,29,25300,7.0,9.0,4.25,4.75,6.5,,,,2.4,N1,33.9,16.0,13.65,18.25,,18.4
23,50,3876,6.2,6.75,6.0,7.25,7.0,,,,4.8,N1,38.0,19.45,17.0,20.45,,17.75
22,1,85037,5.0,5.0,,,,3.25,5.25,7.5,1.8,,27.8,,,,13.5,11.8
23,44,11395,7.4,6.75,8.0,7.5,7.75,,,,6.2,N1,43.6,22.9,21.6,22.65,,20.35
17,21,11737,3.2,4.75,,,,5.5,5.75,8.25,2.4,,29.85,,,,16.0,10.35
23,55,556,6.6,6.5,,,,7.25,6.75,9.0,5.4,N1,41.5,,,,20.5,18.5
18,18,16268,3.6,6.5,,,,3.5,6.25,7.5,3.6,,30.95,,,,16.25,13.7
19,25,15338,6.8,6.0,,,,6.75,7.25,8.5,3.8,N1,39.1,,,,20.0,16.6
21,25,1906,7.8,8.5,,,,4.75,6.25,9.75,9.2,,46.25,,,,19.5,25.5
18,1,12655,5.2,7.5,,,,4.75,7.0,8.25,9.0,,41.7,,,,19.25,21.7
17,25,6786,9.4,7.0,9.0,9.75,5.75,,,,5.6,,46.5,28.15,24.0,24.9,,22.0
23,15,10436,4.8,7.5,,,,6.0,6.75,9.5,4.2,N1,38.75,,,,20.25,16.5
23,2,42975,5.8,6.75,,,,6.0,6.5,8.75,5.8,N1,39.6,,,,19.25,18.35
17,60,584,5.6,5.25,,,,5.25,7.5,9.25,6.6,,39.45,,,,18.0,17.4
21,58,7162,8.8,7.25,7.5,7.0,6.25,,,,7.0,,43.8,23.3,23.3,22.05,,23.05
21,29,26011,8.6,8.0,7.5,9.0,4.5,,,,6.6,,44.2,25.1,22.7,22.1,,23.2
17,3,5102,5.2,5.25,3.25,4.5,3.5,,,,6.2,,27.9,12.95,14.65,13.2,,16.65
21,2,47671,7.0,7.5,,,,8.75,8.0,9.25,8.4,,48.9,,,,24.25,22.9
22,55,1741,6.2,8.0,,,,7.75,9.0,8.25,4.6,,43.8,,,,24.75,18.8
24,48,23361,8.6,7.0,8.0,4.25,7.25,,,,8.8,N1,43.9,20.85,25.4,20.1,,24.4
24,41,7846,2.6,5.75,,,,3.25,5.5,,,,,,,,14.5,
23,33,11862,5.4,5.25,,,,4.5,5.5,7.75,2.8,N1,31.2,,,,15.25,13.45
22,17,3773,6.0,5.0,,,,6.75,6.5,6.75,2.4,,33.4,,,,18.25,13.4
22,22,9040,4.8,5.0,,,,3.75,3.25,,,,,,,,12.0,
17,1,61485,2.8,4.5,,,,1.75,3.25,5.5,2.8,,20.6,,,,9.5,10.1
23,38,10003,7.4,6.5,,,,6.25,5.25,8.75,6.2,N1,40.35,,,,18.0,20.1
17,52,7687,3.6,2.0,,,,4.0,4.25,,,,,,,,10.25,
23,1,86271,6.0,7.25,,,,6.5,6.5,8.0,5.6,N1,39.85,,,,20.25,18.85
24,22,12413,8.0,8.0,7.5,9.25,5.25,,,,3.8,N1,41.8,24.75,19.3,22.5,,19.8
23,22,3803,5.0,7.0,,,,4.75,4.25,8.5,3.0,N1,32.5,,,,16.0,15.0
